class1,class2,pos4,contrib,p_c1,p_c2,examples_c1,examples_c2
Attractive,Hotel,ADJ–ADJ–NOUN–NOUN,0.00014382725394465742,0.006036425814140263,0.00843297903749631,"Las ruinas son preciosas y llena de historia, pero la mejor parte de nuestra visita fue poder nadar bajo las ruinas en una playa realmente estupendo. Traiga su traje de baño! ||| El Loreto Malecón es un precioso paseo marítimo. El ritmo de la ciudad se refleja en la naturaleza solitaria tranquilidad y sedado relativa del lugar. El muelle deportivo dispone de varias grandes esculturas que son divertidas para ver y observar los pelícanos, pescadores y barcos es divertido. Las excursiones en barca de la zona también están disponibles. Una serie de restaurantes linda con el otro hacia el extremo opuesto del Malecón, varios de los cuales tienen excelentes clasificaciones. Varios paseos peatonales arboledas conducen hacia la ciudad catedral y plazas.El Malecón es claramente una fuente de orgullo para la ciudad y atrae a una muestra representativa de su gente. Es seguro, encantador, y algo tranquilo. Encantador, aunque.","Durante la cata, compre una botella de tequila la cofradia reposa en $1,460 pesos. La guía se ofreció a resguardar la botella mientras temrinabamos la cata.  Al dia de dejar el hotel, pase por mi botella y me la entregaron vacia y rota. Nadie se hizo responsable.  Muy buena experiencia, pero muy mal que no se hagan responsables ||| Primero de todo, el hotel está situado en una buena ubicación. El personal es muy amable y servicial. El restaurante sirve muy buena comida y el servicio es fantástico. Nos quedamos sólo una noche, volvimos dos veces para comer. Nos dieron una suite junior de nivel superior, espaciosas, un gran balcón con vistas al mar. No hay armario ropero, sólo un bar en la pared con pocos Hanger-abrigo. La habitación está llena de luz debido a la gran ventana delantera y la parte trasera de ventana ... y sí va a ser muy caliente. El pequeño (ruidoso) ventilador encima de la cama no ayuda mucho. Nos las arreglamos para dejar las ventanas abiertas sus puertas, a pesar de que era bastante viento. En la parte de arriba de que tenemos un problema con el baño, que necesitaba ser reemplazado el día"
Attractive,Hotel,ADJ–NOUN–ADJ–NOUN,0.0001344217300852399,0.011580610896655354,0.014706967818128138,"Bonito museo que te mostrará un poco de historia y piezas hechas en cerámica, las cuales son importantes en la región. Además del lugar, los guías suelen contar historias sobre el lugar  ||| no mantener ha hecho nada pero la hacienda su propia. La casa es muy pequeña, 3 habitaciones y un techo patio. No hay vistas desde la azotea, un montón de senderos todo el ritmo pero en un pobre mantenimiento y las antiguas jaulas de animales están sentados ruinas ahora. todo el tiempo caminamos por los senderos un 10 años muchacho fue asignado a monitor nosotros, no hablaba inglés y era sólo un poco más espeluznante de lo necesario.","Esta es nuestra segunda (y último) visita a este hotel. Lo elegimos porque la ubicación y el precio. Nos alojamos en la parte más antigua en la 3ª planta. La habitación estaba limpia pero pequeñas y anticuadas, con 2 camas dobles, una pequeña mesa de noche entre, una pequeña mesa contra la pared con una silla, no bureau de estanterías, un pequeño armario con 5 perchas y un mini frigorífico. El baño es tan pequeña que la ducha, cuando se utilizan (no cortina) vaporizaciones agua por todo el lugar. Por favor deshacerse de las colchas de poliéster. Wi-Fi disponible sólo en el restaurante. Pero la razón principal por la que no volvería es el servicio, especialmente en el restaurante. El desayuno continental básico incluido, zumo enlatado, té o café, 2 tostadas con una porción de ||| Desde el momento en que llegamos al hotel nos trataron increíblemente durante todas las vacaciones atención uniforme mostraron de todo el personal. Tratamiento de primera clase en el que nunca he experimentado en cualquier otro 5 estrellas> hotel en cualquier parte primera vez he dejado un hotel 100% contento con mi estancia en general. Si quieres relajarte, es el lugar perfecto La selección de comida fresca es una calidad un alto estándar Sin duda perderse este hotel y el personal. El zenserenity de gracias, espero volver de nuevo! Richie y Fiona Belfast, Irlanda"
Attractive,Restaurant,PROPN–PROPN–PROPN–PROPN,0.004171050219263695,0.012824166429182103,0.0011117849201536284,"Was very bad voy a Bing experiencia no tiene un chiste When The Way Pack en la clase igual Puri Only Pipo Pipo en el ticket Little Whats Line o haz Crazy no good. ||| We heard about this spot from a friend of ours that visited and from so many reviews on trip advisor. While none of the places on the island are the cleanest, this one was very sketchy. Not a huge crowd and very over priced. The Guac and salsa needed seasoning as well as the ceviche. Wouldn't recommend this spot, there are many others that are better !","Buscando un lugar en el centro de Tequis almuerzo plaza nos dimos cuenta de K'puchinos. Fue al mediodía, pero el restaurante estaba en servicio de menú de desayuno hasta las 13:00 así que nos preguntábamos las estrechas calles de la encantadora ciudad de México Magia...hasta las 1 PM. Decidimos sentarnos adentro como hacía frío, con una suave brisa. Cálido, confortable interior con buen diseño de asientos.

Pedí un vaso de casa blanca (Queretaro Bodega Semiseco de proveniencia Delores). Probamos la ensalada de espinacas ensalada con tomates cherry, espinacas, aguacate con vinagre reducción y como buen tamaño y sabrosa. El otro plato fue la Enchiladas de pollo relleno - Queretan con salsa de queso servido con patatas. En general un satisfactorio excperience.Más ||| Generalmente, cuando viaje a Tulum para negocios, parada para el almuerzo en el restaurante tailandés del entrepiso. Me decepcionó esta vez. Pedimos margaritas, 2x1 , que nos trajeron con el borde recubiertos de sal común de mesa. $110 - $125 pesos una oportunidad, mi sentido...que podrían primavera para ""Pink Himalayan de la Sal,"" ( $80 pesos en Sam's Club) o algunos orgánicos, complementados con sal mediterráneo como Aire de Campo's. La primera ronda era aguadas. La segunda fue mejor. Cada uno de nosotros pedimos los fideos tailandeses con camarones y una orden con pollo. Mi amiga dice él era muy bueno. Me pareció que los fideos eran recocido y el sabor era sosa. El servicio era muy bueno ... quizás demasiado bueno, ya que el camarero es encima de ti. Después de 9 años en Playa del Carmen y con una gama de nuevos restaurantes en Tulum, deberían hacer mucho mejor. Maria R. , Playa del Carmen, MXMás"
Attractive,Restaurant,NOUN–ADJ–NOUN–ADJ,0.0003954198823042207,0.014689499727972228,0.020921770770163734,"Pagamos 25 pesos por la entrada y no es gran cosa. Lo único bueno es que no habia nadie, pero hay lugares mucho mas bonitos para bañarse en la laguna que son gratuitos. ||| Bonito museo que te mostrará un poco de historia y piezas hechas en cerámica, las cuales son importantes en la región. Además del lugar, los guías suelen contar historias sobre el lugar ","La ventaja: Ubicación en la playa, en el exterior, amplio menú. Ceviche era de primera clase. Interesante variedad de chips de maíz en todo.

En contra: guacamole bastante soso y inspiraron con una losa de queso mozzarella de plástico como insípida.

Doble: la hora menos...que recibimos fue claramente no la nuestra (casi el doble de la cantidad que esperábamos). La próxima versión incluía todo lo que habíamos pedido, además de unos 4 platos adicionales. Sólo después de que los artículos marcados exactamente que habíamos pedido no recibimos la hora correcta. Me gustaría pensar que era un error lamentable, pero normalmente esto habría sido corregida la primera vez. Tal vez pensaron que después de un par de copas la mayoría de la gente se paga sin tener que buscar? Hay un montón de sitios para comer aquí que no prueba su confianza en este camino.Más ||| Compartimos un burrito y una ensalada, que eran ambos deliciosos ... Pero el guacamole fresco y las patatas fritas eran. El. Hook. ellos. No te arrepentirás. Buen servicio y buena ubicación céntrica."
Attractive,Restaurant,ADJ–NOUN–ADJ–NOUN,0.0003672326377092228,0.011580610896655354,0.016954720032342833,"Bonito museo que te mostrará un poco de historia y piezas hechas en cerámica, las cuales son importantes en la región. Además del lugar, los guías suelen contar historias sobre el lugar  ||| no mantener ha hecho nada pero la hacienda su propia. La casa es muy pequeña, 3 habitaciones y un techo patio. No hay vistas desde la azotea, un montón de senderos todo el ritmo pero en un pobre mantenimiento y las antiguas jaulas de animales están sentados ruinas ahora. todo el tiempo caminamos por los senderos un 10 años muchacho fue asignado a monitor nosotros, no hablaba inglés y era sólo un poco más espeluznante de lo necesario.","Compartimos un burrito y una ensalada, que eran ambos deliciosos ... Pero el guacamole fresco y las patatas fritas eran. El. Hook. ellos. No te arrepentirás. Buen servicio y buena ubicación céntrica. ||| La comida es típica mexicana, bastante buena. El lugar va es colonial. El servicio es lento. Pero si tienes tiempo y quieres comer rico, sin duda ese este es el lugar."
Attractive,Restaurant,ADJ–NOUN–ADJ–ADJ,0.0002752289751889069,0.003471592528303842,0.006165352739033758,"Una atraccion espectacular y que hacia falta para los veracruzanos... hermosa vista, llena de emocion complementada con una adecuada informacion historica para los visitantes. Altamente recomendable@  ||| El Loreto Malecón es un precioso paseo marítimo. El ritmo de la ciudad se refleja en la naturaleza solitaria tranquilidad y sedado relativa del lugar. El muelle deportivo dispone de varias grandes esculturas que son divertidas para ver y observar los pelícanos, pescadores y barcos es divertido. Las excursiones en barca de la zona también están disponibles. Una serie de restaurantes linda con el otro hacia el extremo opuesto del Malecón, varios de los cuales tienen excelentes clasificaciones. Varios paseos peatonales arboledas conducen hacia la ciudad catedral y plazas.El Malecón es claramente una fuente de orgullo para la ciudad y atrae a una muestra representativa de su gente. Es seguro, encantador, y algo tranquilo. Encantador, aunque.","Lugar increíble, con una vista insuperable de la bellísima laguna de Bacalar, excelente comida, precios muy razonables y para los amantes de los árboles, un Pix monumental de más de 300 años, el único sobreviviente del último huracán que azotó la zona hace de Kai...Más ||| Increíble el concepto Mexicano 100% con deliciosa comida y una decoración con cuadros muy buenos...
El patio hace el lugar súper cómodo, ambiente familiar y un increíble sazón.

RECOMENDADO"
Attractive,Restaurant,NOUN–ADJ–NOUN–NOUN,0.00025905417685969864,0.0219435736677116,0.027920962199312716,"La única decepción puede no ser José Cuervo, pero fue realmente una mala experiencia para nosotros. Resultó que conseguimos blue vs acanalado elástico u otro medio para ceñir púrpura, y sólo la cintura blye puede hacer la degustación en la bodega y el comedor. De hecho reservamos la excursión por el conserje en el hotel Riu, y fue confirmado por el conserje durante la reserva que la prueba está incluido. Sin embargo, con toda la emoción con ganas de la cata, nos dijeron que fuera de la bodega al final del tour de la fábrica que compramos el grado inferior tour y no nos permitieron hacer la degustación. Queríamos volver pero fue rechazada. Lo que empeoró las cosas era, nos hicieron desde fuera la bodega viendo otros disfrutando de la degustación como un ""favor"" para nosotros. Estamos bastante seguros había graciosas negocios entre el conserje y los operadores turísticos. Pero Josr Cuervo debería haber nos informó que la diferencia whistband antes de que el tour comenzó, no justo antes de que la sesión de degustación. Una muy mala experiencia de tequila. ||| La verdad muy costosa la entrada 500 pesos mexicanos por persona. Mucho mejor el cenote azul en Bacalar donde solo se pagan 25 pesos por ingresar es mucho más cómodo en todos los sentidos. La verdad no lo recomiendo en absoluto. Adicionalmente se aglomeran muchas personas y ahorita en tiempos de pandemia se debe tener en cuenta.","Un Restaurante te invita por su ambiente tan alegre,.pero al sentarte los meseros te apuran al tomar tu orden, y luego al llevarte tu orden se olvidan de ti.
La comida esta buena.
Hay estacionamiento.
Y no estaba lleno y aun asi nos descuidaron mucho....Más ||| La ventaja: Ubicación en la playa, en el exterior, amplio menú. Ceviche era de primera clase. Interesante variedad de chips de maíz en todo.

En contra: guacamole bastante soso y inspiraron con una losa de queso mozzarella de plástico como insípida.

Doble: la hora menos...que recibimos fue claramente no la nuestra (casi el doble de la cantidad que esperábamos). La próxima versión incluía todo lo que habíamos pedido, además de unos 4 platos adicionales. Sólo después de que los artículos marcados exactamente que habíamos pedido no recibimos la hora correcta. Me gustaría pensar que era un error lamentable, pero normalmente esto habría sido corregida la primera vez. Tal vez pensaron que después de un par de copas la mayoría de la gente se paga sin tener que buscar? Hay un montón de sitios para comer aquí que no prueba su confianza en este camino.Más"
Attractive,Restaurant,ADJ–NOUN–NOUN–NOUN,0.00024872362944533804,0.015363092308090883,0.02031534263189812,"La única decepción puede no ser José Cuervo, pero fue realmente una mala experiencia para nosotros. Resultó que conseguimos blue vs acanalado elástico u otro medio para ceñir púrpura, y sólo la cintura blye puede hacer la degustación en la bodega y el comedor. De hecho reservamos la excursión por el conserje en el hotel Riu, y fue confirmado por el conserje durante la reserva que la prueba está incluido. Sin embargo, con toda la emoción con ganas de la cata, nos dijeron que fuera de la bodega al final del tour de la fábrica que compramos el grado inferior tour y no nos permitieron hacer la degustación. Queríamos volver pero fue rechazada. Lo que empeoró las cosas era, nos hicieron desde fuera la bodega viendo otros disfrutando de la degustación como un ""favor"" para nosotros. Estamos bastante seguros había graciosas negocios entre el conserje y los operadores turísticos. Pero Josr Cuervo debería haber nos informó que la diferencia whistband antes de que el tour comenzó, no justo antes de que la sesión de degustación. Una muy mala experiencia de tequila. ||| Bonito museo que te mostrará un poco de historia y piezas hechas en cerámica, las cuales son importantes en la región. Además del lugar, los guías suelen contar historias sobre el lugar ","La ventaja: Ubicación en la playa, en el exterior, amplio menú. Ceviche era de primera clase. Interesante variedad de chips de maíz en todo.

En contra: guacamole bastante soso y inspiraron con una losa de queso mozzarella de plástico como insípida.

Doble: la hora menos...que recibimos fue claramente no la nuestra (casi el doble de la cantidad que esperábamos). La próxima versión incluía todo lo que habíamos pedido, además de unos 4 platos adicionales. Sólo después de que los artículos marcados exactamente que habíamos pedido no recibimos la hora correcta. Me gustaría pensar que era un error lamentable, pero normalmente esto habría sido corregida la primera vez. Tal vez pensaron que después de un par de copas la mayoría de la gente se paga sin tener que buscar? Hay un montón de sitios para comer aquí que no prueba su confianza en este camino.Más ||| El lugar es único en su tipo debido a q esta ubicado en ""una gruta"" a las afueras del sitio arqueológico de Teotihuacán, con decoración típica y multicolor. Muy surrealista.
Se recomienda reservar sobre todo el fin de semana a menos que quieras estar en...Más"
Attractive,Restaurant,NOUN–NOUN–ADJ–NOUN,0.0002203262035072387,0.02202129588849452,0.027516676773802304,"Pagamos 25 pesos por la entrada y no es gran cosa. Lo único bueno es que no habia nadie, pero hay lugares mucho mas bonitos para bañarse en la laguna que son gratuitos. ||| La única decepción puede no ser José Cuervo, pero fue realmente una mala experiencia para nosotros. Resultó que conseguimos blue vs acanalado elástico u otro medio para ceñir púrpura, y sólo la cintura blye puede hacer la degustación en la bodega y el comedor. De hecho reservamos la excursión por el conserje en el hotel Riu, y fue confirmado por el conserje durante la reserva que la prueba está incluido. Sin embargo, con toda la emoción con ganas de la cata, nos dijeron que fuera de la bodega al final del tour de la fábrica que compramos el grado inferior tour y no nos permitieron hacer la degustación. Queríamos volver pero fue rechazada. Lo que empeoró las cosas era, nos hicieron desde fuera la bodega viendo otros disfrutando de la degustación como un ""favor"" para nosotros. Estamos bastante seguros había graciosas negocios entre el conserje y los operadores turísticos. Pero Josr Cuervo debería haber nos informó que la diferencia whistband antes de que el tour comenzó, no justo antes de que la sesión de degustación. Una muy mala experiencia de tequila.","Hace tiempo que fui al restaurante de este hotel que es muy bonito y agradable el servicio fue bueno pero los platillos no fueron los mejores el pollo que pedí estaba muy seco la salsa que servician con macadamia estaba muy buena que fue lo...Más ||| La ventaja: Ubicación en la playa, en el exterior, amplio menú. Ceviche era de primera clase. Interesante variedad de chips de maíz en todo.

En contra: guacamole bastante soso y inspiraron con una losa de queso mozzarella de plástico como insípida.

Doble: la hora menos...que recibimos fue claramente no la nuestra (casi el doble de la cantidad que esperábamos). La próxima versión incluía todo lo que habíamos pedido, además de unos 4 platos adicionales. Sólo después de que los artículos marcados exactamente que habíamos pedido no recibimos la hora correcta. Me gustaría pensar que era un error lamentable, pero normalmente esto habría sido corregida la primera vez. Tal vez pensaron que después de un par de copas la mayoría de la gente se paga sin tener que buscar? Hay un montón de sitios para comer aquí que no prueba su confianza en este camino.Más"
Attractive,Restaurant,NOUN–VERB–NOUN–NOUN,0.00020753421463407602,0.027669110598720174,0.02231150192035577,"La única decepción puede no ser José Cuervo, pero fue realmente una mala experiencia para nosotros. Resultó que conseguimos blue vs acanalado elástico u otro medio para ceñir púrpura, y sólo la cintura blye puede hacer la degustación en la bodega y el comedor. De hecho reservamos la excursión por el conserje en el hotel Riu, y fue confirmado por el conserje durante la reserva que la prueba está incluido. Sin embargo, con toda la emoción con ganas de la cata, nos dijeron que fuera de la bodega al final del tour de la fábrica que compramos el grado inferior tour y no nos permitieron hacer la degustación. Queríamos volver pero fue rechazada. Lo que empeoró las cosas era, nos hicieron desde fuera la bodega viendo otros disfrutando de la degustación como un ""favor"" para nosotros. Estamos bastante seguros había graciosas negocios entre el conserje y los operadores turísticos. Pero Josr Cuervo debería haber nos informó que la diferencia whistband antes de que el tour comenzó, no justo antes de que la sesión de degustación. Una muy mala experiencia de tequila. ||| Bonito museo que te mostrará un poco de historia y piezas hechas en cerámica, las cuales son importantes en la región. Además del lugar, los guías suelen contar historias sobre el lugar ","Un Restaurante te invita por su ambiente tan alegre,.pero al sentarte los meseros te apuran al tomar tu orden, y luego al llevarte tu orden se olvidan de ti.
La comida esta buena.
Hay estacionamiento.
Y no estaba lleno y aun asi nos descuidaron mucho....Más ||| Fuimos en familia a comer a este lugar. Decidimos no pedir Bufet pues se nos hizo caro: 225 pesos por persona sin incluir ningún tipo de bebida. Y como no acostumbramos comer mucho, decidimos que cada quien ordenara el platillo que apareciera, además de que...Más"
Attractive,Restaurant,PROPN–PROPN–PROPN–NUM,0.0001943055519573046,0.0003886111039146092,0.0,"Si has leído mucho sobre mayas y espero que no puede verse en su entorno cotidiano, katching algunos vista de los colores vivos y frisos que adornan sus edificios, estarás decepcionado. Como Chichen Itza cualquier edificio individual está vallada. No te lo suficientemente cerca del castillo de percibir los frisos de Kukulkan que están allí, pero demasiado Fa lejos para ser perspicaz. El experto permanecerá un secreto para los ojos y dejará ""deshechos'.Si quieres disfrutar de un más ""viaje gratis a la Maya es que me gustaría riccomand Ek Balam (a 30 minutos de Valladolid y a unas dos horas de Tulum).  Es el único 'sin cerca' bien conservada zona en el territorio, donde podrá ver la bouilding de cerca y entrar en ellos también ... ||| en San Andres  de Cholula  a 2 horas de México esta esta pequeña iglesia de estilo barroco indígena o barroco novohispano el interior es realmente increíble las fotografías no le hacen justicia  tiene que verla en persona,si esta por la zona definitivamente tiene que visitarla, de las mejores en puebla",
