class1,class2,pos4,contrib,p_c1,p_c2,examples_c1,examples_c2
Attractive,Restaurant,ADJ–NOUN–NOUN–ADJ,0.00018836013719384704,0.009844814632503432,0.01331615120274914,"La única decepción puede no ser José Cuervo, pero fue realmente una mala experiencia para nosotros. Resultó que conseguimos blue vs acanalado elástico u otro medio para ceñir púrpura, y sólo la cintura blye puede hacer la degustación en la bodega y el comedor. De hecho reservamos la excursión por el conserje en el hotel Riu, y fue confirmado por el conserje durante la reserva que la prueba está incluido. Sin embargo, con toda la emoción con ganas de la cata, nos dijeron que fuera de la bodega al final del tour de la fábrica que compramos el grado inferior tour y no nos permitieron hacer la degustación. Queríamos volver pero fue rechazada. Lo que empeoró las cosas era, nos hicieron desde fuera la bodega viendo otros disfrutando de la degustación como un ""favor"" para nosotros. Estamos bastante seguros había graciosas negocios entre el conserje y los operadores turísticos. Pero Josr Cuervo debería haber nos informó que la diferencia whistband antes de que el tour comenzó, no justo antes de que la sesión de degustación. Una muy mala experiencia de tequila. ||| La verdad muy costosa la entrada 500 pesos mexicanos por persona. Mucho mejor el cenote azul en Bacalar donde solo se pagan 25 pesos por ingresar es mucho más cómodo en todos los sentidos. La verdad no lo recomiendo en absoluto. Adicionalmente se aglomeran muchas personas y ahorita en tiempos de pandemia se debe tener en cuenta.","Hace tiempo que fui al restaurante de este hotel que es muy bonito y agradable el servicio fue bueno pero los platillos no fueron los mejores el pollo que pedí estaba muy seco la salsa que servician con macadamia estaba muy buena que fue lo...Más ||| La ventaja: Ubicación en la playa, en el exterior, amplio menú. Ceviche era de primera clase. Interesante variedad de chips de maíz en todo.

En contra: guacamole bastante soso y inspiraron con una losa de queso mozzarella de plástico como insípida.

Doble: la hora menos...que recibimos fue claramente no la nuestra (casi el doble de la cantidad que esperábamos). La próxima versión incluía todo lo que habíamos pedido, además de unos 4 platos adicionales. Sólo después de que los artículos marcados exactamente que habíamos pedido no recibimos la hora correcta. Me gustaría pensar que era un error lamentable, pero normalmente esto habría sido corregida la primera vez. Tal vez pensaron que después de un par de copas la mayoría de la gente se paga sin tener que buscar? Hay un montón de sitios para comer aquí que no prueba su confianza en este camino.Más"
Hotel,Restaurant,PROPN–PROPN–PROPN–PROPN,0.0006142273667953049,0.003967375258340715,0.0011117849201536284,"Desde el momento en que llegamos al hotel nos trataron increíblemente durante todas las vacaciones atención uniforme mostraron de todo el personal. Tratamiento de primera clase en el que nunca he experimentado en cualquier otro 5 estrellas> hotel en cualquier parte primera vez he dejado un hotel 100% contento con mi estancia en general. Si quieres relajarte, es el lugar perfecto La selección de comida fresca es una calidad un alto estándar Sin duda perderse este hotel y el personal. El zenserenity de gracias, espero volver de nuevo! Richie y Fiona Belfast, Irlanda ||| Las instalaciones muy bonitas pero sin duda es EL PEOR HOTEL DE MEXICO, pésimo servicio y pésima atención al cliente. No se le ocurra hospedarse en esta porquería de hotel. En Loreto hay hoteles que por el mismo precio o incluso menos recibirás un servicio como el que cualquier turista espera, aquí en el HOTEL VILLAS EL PALMAR LORETO sin duda es el peor hotel en que me he hospedado en la vida y suelo viajar bastante.","Buscando un lugar en el centro de Tequis almuerzo plaza nos dimos cuenta de K'puchinos. Fue al mediodía, pero el restaurante estaba en servicio de menú de desayuno hasta las 13:00 así que nos preguntábamos las estrechas calles de la encantadora ciudad de México Magia...hasta las 1 PM. Decidimos sentarnos adentro como hacía frío, con una suave brisa. Cálido, confortable interior con buen diseño de asientos.

Pedí un vaso de casa blanca (Queretaro Bodega Semiseco de proveniencia Delores). Probamos la ensalada de espinacas ensalada con tomates cherry, espinacas, aguacate con vinagre reducción y como buen tamaño y sabrosa. El otro plato fue la Enchiladas de pollo relleno - Queretan con salsa de queso servido con patatas. En general un satisfactorio excperience.Más ||| Generalmente, cuando viaje a Tulum para negocios, parada para el almuerzo en el restaurante tailandés del entrepiso. Me decepcionó esta vez. Pedimos margaritas, 2x1 , que nos trajeron con el borde recubiertos de sal común de mesa. $110 - $125 pesos una oportunidad, mi sentido...que podrían primavera para ""Pink Himalayan de la Sal,"" ( $80 pesos en Sam's Club) o algunos orgánicos, complementados con sal mediterráneo como Aire de Campo's. La primera ronda era aguadas. La segunda fue mejor. Cada uno de nosotros pedimos los fideos tailandeses con camarones y una orden con pollo. Mi amiga dice él era muy bueno. Me pareció que los fideos eran recocido y el sabor era sosa. El servicio era muy bueno ... quizás demasiado bueno, ya que el camarero es encima de ti. Después de 9 años en Playa del Carmen y con una gama de nuevos restaurantes en Tulum, deberían hacer mucho mejor. Maria R. , Playa del Carmen, MXMás"
Hotel,Restaurant,NOUN–NOUN–NOUN–NOUN,0.0004685964763504603,0.04685193386477709,0.036461491813220136,"Mi esposa y yo nos alojamos en el Dreams por 4 días en enero de 2016. Primero tengo que decir que el complejo era muy agradable y las instalaciones parecía muy bien cuidados. Teníamos una habitación con vistas al océano, que era agradable. La zona de gimnasio también estaba bien, tenían unas cuantas cintas y algunas pesas. Probamos a la orden tarde noche servicio de habitación varias veces y no podíamos conseguir que nadie contesta el teléfono que era frustrante.  Comida: yo estaba bastante decepcionado con la comida aquí. La comida en la piscina parecía que estaban camino a largo y no le importaba. Tuvimos un par de buenas comidas tacos/burritos, pero en general no me impresionó. Yo estaba frustrado con el código de vestimenta, tengo un tanque superior y que no me asiento pero ||| Primero de todo, el hotel está situado en una buena ubicación. El personal es muy amable y servicial. El restaurante sirve muy buena comida y el servicio es fantástico. Nos quedamos sólo una noche, volvimos dos veces para comer. Nos dieron una suite junior de nivel superior, espaciosas, un gran balcón con vistas al mar. No hay armario ropero, sólo un bar en la pared con pocos Hanger-abrigo. La habitación está llena de luz debido a la gran ventana delantera y la parte trasera de ventana ... y sí va a ser muy caliente. El pequeño (ruidoso) ventilador encima de la cama no ayuda mucho. Nos las arreglamos para dejar las ventanas abiertas sus puertas, a pesar de que era bastante viento. En la parte de arriba de que tenemos un problema con el baño, que necesitaba ser reemplazado el día","La ventaja: Ubicación en la playa, en el exterior, amplio menú. Ceviche era de primera clase. Interesante variedad de chips de maíz en todo.

En contra: guacamole bastante soso y inspiraron con una losa de queso mozzarella de plástico como insípida.

Doble: la hora menos...que recibimos fue claramente no la nuestra (casi el doble de la cantidad que esperábamos). La próxima versión incluía todo lo que habíamos pedido, además de unos 4 platos adicionales. Sólo después de que los artículos marcados exactamente que habíamos pedido no recibimos la hora correcta. Me gustaría pensar que era un error lamentable, pero normalmente esto habría sido corregida la primera vez. Tal vez pensaron que después de un par de copas la mayoría de la gente se paga sin tener que buscar? Hay un montón de sitios para comer aquí que no prueba su confianza en este camino.Más ||| Restaurante muy lindo y romantico. Aunque si vas sin reserva los tiempo de espera son muy altos. Aunque la comida es buena, lo mejor del restaurante es la locacion y el ambiente"
Hotel,Restaurant,VERB–NOUN–NOUN–NOUN,0.00019712083239018224,0.025557277826985532,0.020542753183747726,"Mi esposa y yo nos alojamos en el Dreams por 4 días en enero de 2016. Primero tengo que decir que el complejo era muy agradable y las instalaciones parecía muy bien cuidados. Teníamos una habitación con vistas al océano, que era agradable. La zona de gimnasio también estaba bien, tenían unas cuantas cintas y algunas pesas. Probamos a la orden tarde noche servicio de habitación varias veces y no podíamos conseguir que nadie contesta el teléfono que era frustrante.  Comida: yo estaba bastante decepcionado con la comida aquí. La comida en la piscina parecía que estaban camino a largo y no le importaba. Tuvimos un par de buenas comidas tacos/burritos, pero en general no me impresionó. Yo estaba frustrado con el código de vestimenta, tengo un tanque superior y que no me asiento pero ||| Durante la cata, compre una botella de tequila la cofradia reposa en $1,460 pesos. La guía se ofreció a resguardar la botella mientras temrinabamos la cata.  Al dia de dejar el hotel, pase por mi botella y me la entregaron vacia y rota. Nadie se hizo responsable.  Muy buena experiencia, pero muy mal que no se hagan responsables","La ventaja: Ubicación en la playa, en el exterior, amplio menú. Ceviche era de primera clase. Interesante variedad de chips de maíz en todo.

En contra: guacamole bastante soso y inspiraron con una losa de queso mozzarella de plástico como insípida.

Doble: la hora menos...que recibimos fue claramente no la nuestra (casi el doble de la cantidad que esperábamos). La próxima versión incluía todo lo que habíamos pedido, además de unos 4 platos adicionales. Sólo después de que los artículos marcados exactamente que habíamos pedido no recibimos la hora correcta. Me gustaría pensar que era un error lamentable, pero normalmente esto habría sido corregida la primera vez. Tal vez pensaron que después de un par de copas la mayoría de la gente se paga sin tener que buscar? Hay un montón de sitios para comer aquí que no prueba su confianza en este camino.Más ||| Restaurante muy lindo y romantico. Aunque si vas sin reserva los tiempo de espera son muy altos. Aunque la comida es buena, lo mejor del restaurante es la locacion y el ambiente"
Hotel,Restaurant,NUM–NOUN–NOUN–NOUN,0.00016531994018484158,0.003819751992914083,0.0021730341621184557,"Mi esposa y yo nos alojamos en XBULU-HA por segunda vez durante 10 días, sep-2015 oct. Una vez más, el personal era muy agradable, servicial y siempre sonriente. Juan Carlos y su esposa, así como Gabriel, no podría haber sido más complaciente. El diwnside es que está situado a unos 2 campos de fútbol del agua, pero una vez más, si estuviese más cerca no sería como econimical. ||| Estuvimos 3 noches, fuimos un grupo de 6 personas, las instalaciones del hotel y las comidas preparadas en las instalaciones son muy buenas! El problema principal es el servicio y no es porque el personal sea malo, sino simplemente no se dan abasto, a todos los ves activos y colaborativos pero a simple vista se ve que están sobrepasados. El check in tardó más de 1 hora en asignarnos habitación y todos los pedidos en servicio al cuarto se tardan mínimo una hora y media. Desconozco si todos los hoteles están en esta situación pero difícilmente volvería. Felicitaciones a Isabel y Ricardo por su excelente actitud de servicio.","Nos detuvimos en Oscars mientras viajábamos por la isla. $3 te lleva una corona fría y US$ 10,00 te lleva un buen plato de nachos. Es un entorno único. La comida era buena y parecía un buen precio. 6 personas 6 cervezas, 3 placas de...nachos y un plato de Tacos para 72.00Más ||| Nos lo recomendó el hotel...
(seguro tienen comisión)
Fuimos en dos ocaciones y no tenían servicio.!
La 1ra por qué cerraban temprano (evento) y la 2da por qué no tenían servicio/alimentos que regresáramos en 2 horas.
Lo peor es la actitud de la anfitriona!!"
Hotel,Restaurant,NOUN–ADJ–PROPN–VERB,0.00013781396703806977,0.0006089459698848538,0.001490802506569638,"Las instalaciones estan bien, pero un mal servicio y muy mala comunicacion. Nos vendieron la noche con desayuno incluido y estando ahi, nos dijeron que no venia incluidos, al entregar la habitacion, nos dijeron que siempre si lo incluia. (Perdimos el beneficio).  Estabamos platicando en las palapas en la noche y nos pidieron que nos retiraramos por q ya habian cerrado la alberca y teniamos que irnos a nueatras habitaciones. Nos queda una mala imagen en servicio ||| La construcción es hermosa, con una vista inigualable de Taxco, pero ni así se salva. El hotel se está cayendo de  viejo y descuidado, los baños de las habitaciones están peor que los baños públicos de las carreteras!   Llegamos un sábado por la noche y la primera impresión es que todo está descuidado, la habitación llena de arañas y bichos, la TV del año del caldo, y para colmo cuando abrimos la cama para acostarnos nos dimos cuenta de que las sábanas no estaban lavadas.   Llamamos a recepción y ofrecieron cambiarnos de habitación, volvimos a empacar todo y en pijama nos tuvimos que cambiar de habitación. En la segunda habitación estaban todavía más sucias las sabánas, toda la cama llena de pelos y los bichos en el cuarto, ni se diga!  En la tercera habitación que nos dieron,","Compartimos un burrito y una ensalada, que eran ambos deliciosos ... Pero el guacamole fresco y las patatas fritas eran. El. Hook. ellos. No te arrepentirás. Buen servicio y buena ubicación céntrica. ||| Tomo 20 minutos que nos sirvieran un mezcal. Les recomiendo la sopa de tortilla y la ensalada Campesina. No pidan Rib Eye"
Hotel,Restaurant,NOUN–NOUN–ADJ–PROPN,0.0001343698750268914,0.0018452908178328905,0.003209015564988882,"Durante la cata, compre una botella de tequila la cofradia reposa en $1,460 pesos. La guía se ofreció a resguardar la botella mientras temrinabamos la cata.  Al dia de dejar el hotel, pase por mi botella y me la entregaron vacia y rota. Nadie se hizo responsable.  Muy buena experiencia, pero muy mal que no se hagan responsables ||| Las instalaciones estan bien, pero un mal servicio y muy mala comunicacion. Nos vendieron la noche con desayuno incluido y estando ahi, nos dijeron que no venia incluidos, al entregar la habitacion, nos dijeron que siempre si lo incluia. (Perdimos el beneficio).  Estabamos platicando en las palapas en la noche y nos pidieron que nos retiraramos por q ya habian cerrado la alberca y teniamos que irnos a nueatras habitaciones. Nos queda una mala imagen en servicio","El lugar es único en su tipo debido a q esta ubicado en ""una gruta"" a las afueras del sitio arqueológico de Teotihuacán, con decoración típica y multicolor. Muy surrealista.
Se recomienda reservar sobre todo el fin de semana a menos que quieras estar en...Más ||| Recomendado por la familia que estaba aquí hace dos semanas, deliciosa!
toston con ropa vieja, una visita obligada! ensalada de Vivian- almuerzo perfecta.
Gracias Vivian!"
Hotel,Restaurant,NOUN–NOUN–NOUN–VERB,0.00013089202733917353,0.01989223501623856,0.016272488376794018,"Mi esposa y yo nos alojamos en el Dreams por 4 días en enero de 2016. Primero tengo que decir que el complejo era muy agradable y las instalaciones parecía muy bien cuidados. Teníamos una habitación con vistas al océano, que era agradable. La zona de gimnasio también estaba bien, tenían unas cuantas cintas y algunas pesas. Probamos a la orden tarde noche servicio de habitación varias veces y no podíamos conseguir que nadie contesta el teléfono que era frustrante.  Comida: yo estaba bastante decepcionado con la comida aquí. La comida en la piscina parecía que estaban camino a largo y no le importaba. Tuvimos un par de buenas comidas tacos/burritos, pero en general no me impresionó. Yo estaba frustrado con el código de vestimenta, tengo un tanque superior y que no me asiento pero ||| Primero de todo, el hotel está situado en una buena ubicación. El personal es muy amable y servicial. El restaurante sirve muy buena comida y el servicio es fantástico. Nos quedamos sólo una noche, volvimos dos veces para comer. Nos dieron una suite junior de nivel superior, espaciosas, un gran balcón con vistas al mar. No hay armario ropero, sólo un bar en la pared con pocos Hanger-abrigo. La habitación está llena de luz debido a la gran ventana delantera y la parte trasera de ventana ... y sí va a ser muy caliente. El pequeño (ruidoso) ventilador encima de la cama no ayuda mucho. Nos las arreglamos para dejar las ventanas abiertas sus puertas, a pesar de que era bastante viento. En la parte de arriba de que tenemos un problema con el baño, que necesitaba ser reemplazado el día","La ventaja: Ubicación en la playa, en el exterior, amplio menú. Ceviche era de primera clase. Interesante variedad de chips de maíz en todo.

En contra: guacamole bastante soso y inspiraron con una losa de queso mozzarella de plástico como insípida.

Doble: la hora menos...que recibimos fue claramente no la nuestra (casi el doble de la cantidad que esperábamos). La próxima versión incluía todo lo que habíamos pedido, además de unos 4 platos adicionales. Sólo después de que los artículos marcados exactamente que habíamos pedido no recibimos la hora correcta. Me gustaría pensar que era un error lamentable, pero normalmente esto habría sido corregida la primera vez. Tal vez pensaron que después de un par de copas la mayoría de la gente se paga sin tener que buscar? Hay un montón de sitios para comer aquí que no prueba su confianza en este camino.Más ||| Llegamos a Huasca para pasar un rato de calma y descanso. Conseguimos hotel y enseguida salimos mi pareja y yo a buscar algo de cenar. Se me ocurrió entrar a este hotel restaurante, tenía buena pinta. Al entrar, nos mencionaron que esperáramos un momento, ya...Más"
Hotel,Restaurant,NOUN–NUM–NUM–NOUN,0.0001291118199043461,0.0010887215825214054,0.0003790175864160097,"Nos alojamos una noche en el hotel y fue una película de terror. Hemos visitado palenque sólo para poder experimentar y aprender más sobre la cultura maya. Todo estaba bien. La habitación estaba limpia, veryyyy anticuado, pero limpias. Así que estaba bien. Llegamos por la mañana, dejamos las maletas y nos dirigimos a las ruinas. Por medio día volvimos, fuimos para el almuerzo y fuimos al hotel. Nos refrigerados por la piscina, jugamos a las cartas, y para la cena de nuevo. Volvimos temprano y nos fuimos a la cama. A las 22. 30 el teléfono de la habitación sonó. Estábamos muy dormidos. La recepcionista nos dijo que era un primo de mi novio, así que he aceptado la llamada. Pero no era un primo que era un chico al azar que conocía nuestro hotel nuestro número de habitación y ||| Me hospedé aquí el fin de semana del 15 de al 17 de junio de 2018. Era plan de relax, pero tuve que consumir todos los datos de mi celular porque el wifi jamás funcionó, ni en mi habitación del cuarto piso ni en el lobby. Se los dije a los del lobby a mi llegada y el último día y salieron con malos pretextos (el primer día, que me referí a la falta de señal del cuarto: ""qué raro, debe ser por la lluvia, venga al lobby y aquí le ofrecemos lo que necesite para trabajar, incluyendo computadora"", cuando yo solo necesitaba wifi). Jamás funcionó, y como en el lobby tampoco, al final salieron con que ""es general en todo Palenque"". Ni una disculpa. Pero lo peor es el restaurante. Además de que el servicio es lentísimo (media hora para servirte lo que sea) y la comida mediocre, los","Hermoso lugar, hermoso entorno, la comida estaba bien, pero $15.00 para dos tés simple hielo ole de verdad me iniciativa. Nuestro camarero cuando le preguntaron se olvidó de su inglés y por supuesto no había gerente.
Hay suficientes lugares cerca que usted debe evitar este...lugar.Más ||| Hemos comido comida dos veces en tango sólo 6 días aparte. interesante, el almuerzo especial aumentó de $55 pesos por $60 pesos durante ese tiempo. La ubicación es impresionante y la comida era abundante, las cálidas rollos servido con cada comida son maravillosos pero la...calidad general de la comida y el sabor era regular. Mi marido me dijo que volvería pero no creo que lo haré. Hay muchos otros restaurantes en Ajijic para explorar, ¿por qué limitarte?Más"
Hotel,Restaurant,ADJ–NOUN–ADJ–VERB,0.00010826940263921508,0.003985828166519044,0.005685263796240145,"Cuando leí los comentarios sobre cómo son las cosas, grosero ellos creen que el personal de este hotel son súper antipático e incluso grosero. Eres una molestia para ellos simplemente estar allí, olvídate si tienes que pedir algo tan sencillo como llamar a un taxi o necesita una toalla o simplemente saludando, que nunca están contentos de verte! Hay gente que vive en este hotel, se podía ver en las habitaciones y apartamentos tienen completo con mucha animales vivos dentro, me encanta los animales, pero no esperaba que ellos corriendo por los pasillos. El desayuno estaba incluido, pero no muy bueno. Puedes conseguir en Internet, pero sólo cerca de la oficina, no en la habitación. Estancia aquí! ! ||| Excelente ubicacion y servicio. E he hospedado varias veces aqui y nunca ha habido queja,. El edificio es viejo, asi como sus instalaciones pero muy bien cuidados y todo funciona muy bien. Conexion Wi Fi muy buena. Mobiliario y amenidades podrian mejorar, se ven viejos y gastadod  El petsonsl excelente.","La comida es típica mexicana, bastante buena. El lugar va es colonial. El servicio es lento. Pero si tienes tiempo y quieres comer rico, sin duda ese este es el lugar. ||| Desayunamos aquí y la tostada francesa era increíble! Este fue un lindo y pequeño café que era muy acogedor. Yo volvería de nuevo."
Hotel,Restaurant,NOUN–NUM–NOUN–NOUN,0.0001044824795053601,0.003155447298494243,0.0019456236102688498,"Esta es nuestra segunda (y último) visita a este hotel. Lo elegimos porque la ubicación y el precio. Nos alojamos en la parte más antigua en la 3ª planta. La habitación estaba limpia pero pequeñas y anticuadas, con 2 camas dobles, una pequeña mesa de noche entre, una pequeña mesa contra la pared con una silla, no bureau de estanterías, un pequeño armario con 5 perchas y un mini frigorífico. El baño es tan pequeña que la ducha, cuando se utilizan (no cortina) vaporizaciones agua por todo el lugar. Por favor deshacerse de las colchas de poliéster. Wi-Fi disponible sólo en el restaurante. Pero la razón principal por la que no volvería es el servicio, especialmente en el restaurante. El desayuno continental básico incluido, zumo enlatado, té o café, 2 tostadas con una porción de ||| Estuvimos 3 noches, fuimos un grupo de 6 personas, las instalaciones del hotel y las comidas preparadas en las instalaciones son muy buenas! El problema principal es el servicio y no es porque el personal sea malo, sino simplemente no se dan abasto, a todos los ves activos y colaborativos pero a simple vista se ve que están sobrepasados. El check in tardó más de 1 hora en asignarnos habitación y todos los pedidos en servicio al cuarto se tardan mínimo una hora y media. Desconozco si todos los hoteles están en esta situación pero difícilmente volvería. Felicitaciones a Isabel y Ricardo por su excelente actitud de servicio.","Nos detuvimos en Oscars mientras viajábamos por la isla. $3 te lleva una corona fría y US$ 10,00 te lleva un buen plato de nachos. Es un entorno único. La comida era buena y parecía un buen precio. 6 personas 6 cervezas, 3 placas de...nachos y un plato de Tacos para 72.00Más ||| La calidad de los alientos es buena, pero el mesero es muy lento así como la preparación de los alimentos, 30 minutos para una torta. Mala organización, tuvimos que recordar al mesero nuestra orden varias veces. Lugar agradable. Comida sabrosa con un servicio lento"
